"year_month","primary_type","ward","crime_count","was_arrested_count","was_domestic_count"
"2020-04","OFFENSE INVOLVING CHILDREN",29,2,1,2
"2020-04","OFFENSE INVOLVING CHILDREN",30,4,0,4
"2020-04","OFFENSE INVOLVING CHILDREN",31,1,0,0
"2020-04","OFFENSE INVOLVING CHILDREN",33,2,2,2
"2020-04","OFFENSE INVOLVING CHILDREN",34,10,0,8
"2020-04","OFFENSE INVOLVING CHILDREN",35,3,1,3
"2020-04","OFFENSE INVOLVING CHILDREN",36,1,0,0
"2020-04","OFFENSE INVOLVING CHILDREN",37,7,1,5
"2020-04","OFFENSE INVOLVING CHILDREN",40,1,0,1
"2020-04","OFFENSE INVOLVING CHILDREN",43,1,0,0
"2020-04","OFFENSE INVOLVING CHILDREN",46,1,0,1
"2020-04","OFFENSE INVOLVING CHILDREN",47,1,0,1
"2020-04","OFFENSE INVOLVING CHILDREN",48,1,0,1
"2020-04","OFFENSE INVOLVING CHILDREN",50,1,0,1
"2020-04","OTHER OFFENSE",1,8,0,4
"2020-04","OTHER OFFENSE",2,12,1,6
"2020-04","OTHER OFFENSE",3,23,1,14
"2020-04","OTHER OFFENSE",4,16,3,8
"2020-04","OTHER OFFENSE",5,21,2,11
"2020-04","OTHER OFFENSE",6,39,4,21
"2020-04","OTHER OFFENSE",7,25,2,15
"2020-04","OTHER OFFENSE",8,33,8,13
"2020-04","OTHER OFFENSE",9,27,1,12
"2020-04","OTHER OFFENSE",10,14,0,8
"2020-04","OTHER OFFENSE",11,11,1,4
"2020-04","OTHER OFFENSE",12,8,0,5
"2020-04","OTHER OFFENSE",13,8,0,3
"2020-04","OTHER OFFENSE",14,11,0,5
"2020-04","OTHER OFFENSE",15,10,0,3
"2020-04","OTHER OFFENSE",16,18,1,9
"2020-04","OTHER OFFENSE",17,24,2,15
"2020-04","OTHER OFFENSE",18,11,0,7
"2020-04","OTHER OFFENSE",19,9,1,3
"2020-04","OTHER OFFENSE",20,28,4,16
"2020-04","OTHER OFFENSE",21,24,3,13
"2020-04","OTHER OFFENSE",22,12,2,4
"2020-04","OTHER OFFENSE",23,8,0,5
"2020-04","OTHER OFFENSE",24,26,1,18
"2020-04","OTHER OFFENSE",25,11,2,3
"2020-04","OTHER OFFENSE",26,8,3,4
"2020-04","OTHER OFFENSE",27,26,3,11
"2020-04","OTHER OFFENSE",28,32,1,17
"2020-04","OTHER OFFENSE",29,20,1,11
"2020-04","OTHER OFFENSE",30,12,0,10
"2020-04","OTHER OFFENSE",31,10,1,5
"2020-04","OTHER OFFENSE",32,10,1,7
"2020-04","OTHER OFFENSE",33,7,1,4
"2020-04","OTHER OFFENSE",34,24,1,11
"2020-04","OTHER OFFENSE",35,8,0,3
"2020-04","OTHER OFFENSE",36,9,1,3
"2020-04","OTHER OFFENSE",37,18,3,6
"2020-04","OTHER OFFENSE",38,11,2,5
"2020-04","OTHER OFFENSE",39,13,1,4
"2020-04","OTHER OFFENSE",40,8,1,4
"2020-04","OTHER OFFENSE",41,7,1,1
"2020-04","OTHER OFFENSE",42,11,1,2
"2020-04","OTHER OFFENSE",43,6,0,1
"2020-04","OTHER OFFENSE",44,5,0,2
"2020-04","OTHER OFFENSE",45,11,0,7
"2020-04","OTHER OFFENSE",46,9,1,6
"2020-04","OTHER OFFENSE",47,7,0,4
"2020-04","OTHER OFFENSE",48,7,0,3
"2020-04","OTHER OFFENSE",49,11,0,8
"2020-04","OTHER OFFENSE",50,5,0,3
"2020-04","PROSTITUTION",19,1,1,0
"2020-04","PUBLIC PEACE VIOLATION",3,3,1,0
"2020-04","PUBLIC PEACE VIOLATION",5,2,1,0
"2020-04","PUBLIC PEACE VIOLATION",6,2,0,0
"2020-04","PUBLIC PEACE VIOLATION",10,1,0,1
"2020-04","PUBLIC PEACE VIOLATION",12,2,2,0
"2020-04","PUBLIC PEACE VIOLATION",13,1,0,0
"2020-04","PUBLIC PEACE VIOLATION",17,6,5,1
"2020-04","PUBLIC PEACE VIOLATION",21,2,1,0
"2020-04","PUBLIC PEACE VIOLATION",23,1,0,0
"2020-04","PUBLIC PEACE VIOLATION",24,4,2,2
"2020-04","PUBLIC PEACE VIOLATION",27,1,1,0
"2020-04","PUBLIC PEACE VIOLATION",28,3,1,0
"2020-04","PUBLIC PEACE VIOLATION",29,1,1,0
"2020-04","PUBLIC PEACE VIOLATION",34,1,0,0
"2020-04","PUBLIC PEACE VIOLATION",37,3,2,0
"2020-04","PUBLIC PEACE VIOLATION",38,1,1,0
"2020-04","PUBLIC PEACE VIOLATION",39,1,0,0
"2020-04","PUBLIC PEACE VIOLATION",48,1,0,0
"2020-04","PUBLIC PEACE VIOLATION",49,2,0,0
"2020-04","ROBBERY",1,4,0,0
"2020-04","ROBBERY",2,6,0,0
"2020-04","ROBBERY",3,8,1,1
"2020-04","ROBBERY",4,12,3,0
"2020-04","ROBBERY",5,11,0,2
"2020-04","ROBBERY",6,18,2,0
"2020-04","ROBBERY",7,18,1,1
"2020-04","ROBBERY",8,17,0,1
"2020-04","ROBBERY",9,20,0,0
"2020-04","ROBBERY",10,3,1,0
"2020-04","ROBBERY",11,8,3,1
"2020-04","ROBBERY",12,6,0,0
"2020-04","ROBBERY",13,2,0,0
"2020-04","ROBBERY",14,6,0,0
"2020-04","ROBBERY",15,6,1,0
"2020-04","ROBBERY",16,16,2,0
"2020-04","ROBBERY",17,16,0,0
"2020-04","ROBBERY",18,7,0,1
"2020-04","ROBBERY",19,1,0,0
"2020-04","ROBBERY",20,14,0,2
"2020-04","ROBBERY",21,13,0,0
"2020-04","ROBBERY",22,8,1,0
"2020-04","ROBBERY",23,3,0,0
"2020-04","ROBBERY",24,25,2,1
"2020-04","ROBBERY",25,7,0,0
"2020-04","ROBBERY",26,6,1,0
"2020-04","ROBBERY",27,17,2,1
"2020-04","ROBBERY",28,45,3,1
"2020-04","ROBBERY",29,17,0,0
"2020-04","ROBBERY",30,6,1,0
"2020-04","ROBBERY",31,2,0,0
"2020-04","ROBBERY",32,1,0,0
"2020-04","ROBBERY",33,3,0,0
"2020-04","ROBBERY",34,17,0,0
"2020-04","ROBBERY",35,11,0,0
"2020-04","ROBBERY",36,4,0,0
"2020-04","ROBBERY",37,22,1,0
"2020-04","ROBBERY",38,2,0,0
"2020-04","ROBBERY",39,4,1,0
"2020-04","ROBBERY",40,2,0,0
"2020-04","ROBBERY",41,1,0,0
"2020-04","ROBBERY",42,10,1,0
"2020-04","ROBBERY",43,3,0,0
"2020-04","ROBBERY",44,3,0,0
"2020-04","ROBBERY",45,2,0,0
"2020-04","ROBBERY",46,5,0,0
"2020-04","ROBBERY",48,3,0,0
"2020-04","ROBBERY",49,10,1,1
"2020-04","ROBBERY",50,3,0,0
"2020-04","SEX OFFENSE",1,1,0,0
"2020-04","SEX OFFENSE",2,3,0,2
"2020-04","SEX OFFENSE",4,1,0,0
"2020-04","SEX OFFENSE",5,1,0,0
"2020-04","SEX OFFENSE",6,1,0,0
"2020-04","SEX OFFENSE",7,2,0,1
"2020-04","SEX OFFENSE",8,1,0,1
"2020-04","SEX OFFENSE",9,1,0,1
"2020-04","SEX OFFENSE",10,1,0,1
"2020-04","SEX OFFENSE",11,1,0,0
"2020-04","SEX OFFENSE",13,1,0,1
"2020-04","SEX OFFENSE",16,5,1,4
"2020-04","SEX OFFENSE",20,2,0,1
"2020-04","SEX OFFENSE",21,3,0,3
"2020-04","SEX OFFENSE",22,1,0,1
"2020-04","SEX OFFENSE",23,2,0,2
"2020-04","SEX OFFENSE",24,2,0,1
"2020-04","SEX OFFENSE",25,1,0,0
"2020-04","SEX OFFENSE",26,1,1,0
"2020-04","SEX OFFENSE",27,2,0,1
"2020-04","SEX OFFENSE",28,3,0,1
"2020-04","SEX OFFENSE",32,1,0,1
"2020-04","SEX OFFENSE",34,4,0,1
"2020-04","SEX OFFENSE",35,2,0,0
"2020-04","SEX OFFENSE",36,1,0,1
"2020-04","SEX OFFENSE",43,1,0,1
"2020-04","SEX OFFENSE",45,1,0,1
"2020-04","SEX OFFENSE",47,2,0,0
"2020-04","SEX OFFENSE",48,3,0,0
"2020-04","SEX OFFENSE",49,3,0,0
"2020-04","SEX OFFENSE",50,1,1,0
"2020-04","STALKING",4,1,0,1
"2020-04","STALKING",16,1,0,1
"2020-04","STALKING",23,1,0,1
"2020-04","STALKING",27,2,0,0
"2020-04","STALKING",34,2,0,1
"2020-04","STALKING",41,1,0,0
"2020-04","THEFT",1,64,2,2
"2020-04","THEFT",2,36,4,2
"2020-04","THEFT",3,58,4,6
"2020-04","THEFT",4,78,7,3
"2020-04","THEFT",5,50,1,1
"2020-04","THEFT",6,101,1,15
"2020-04","THEFT",7,60,1,8
"2020-04","THEFT",8,75,0,11
"2020-04","THEFT",9,70,1,11
"2020-04","THEFT",10,26,2,3
"2020-04","THEFT",11,38,1,0
"2020-04","THEFT",12,24,2,0
"2020-04","THEFT",13,27,3,0
"2020-04","THEFT",14,34,1,1
"2020-04","THEFT",15,24,1,2
"2020-04","THEFT",16,63,2,6
"2020-04","THEFT",17,74,1,6
"2020-04","THEFT",18,39,1,3
"2020-04","THEFT",19,23,1,1
"2020-04","THEFT",20,56,0,6
"2020-04","THEFT",21,75,4,6
"2020-04","THEFT",22,23,0,2
"2020-04","THEFT",23,36,1,3
"2020-04","THEFT",24,53,3,12
"2020-04","THEFT",25,52,1,2
"2020-04","THEFT",26,44,1,1
"2020-04","THEFT",27,92,6,4
"2020-04","THEFT",28,94,20,13
"2020-04","THEFT",29,56,2,12
"2020-04","THEFT",30,22,1,0
"2020-04","THEFT",31,22,1,3
"2020-04","THEFT",32,57,1,1
"2020-04","THEFT",33,31,0,1
"2020-04","THEFT",34,73,3,8
"2020-04","THEFT",35,38,1,2
"2020-04","THEFT",36,27,2,1
"2020-04","THEFT",37,55,3,8
"2020-04","THEFT",38,16,0,0
"2020-04","THEFT",39,37,2,0
"2020-04","THEFT",40,51,0,0
"2020-04","THEFT",41,20,1,0
"2020-04","THEFT",42,91,13,0
"2020-04","THEFT",43,21,0,0
"2020-04","THEFT",44,45,4,0
"2020-04","THEFT",45,38,2,0
"2020-04","THEFT",46,61,0,2
"2020-04","THEFT",47,54,3,2
"2020-04","THEFT",48,45,0,1
"2020-04","THEFT",49,50,1,4
"2020-04","THEFT",50,35,1,0
"2020-04","WEAPONS VIOLATION",1,4,2,0
"2020-04","WEAPONS VIOLATION",2,4,2,0
"2020-04","WEAPONS VIOLATION",3,19,10,0
"2020-04","WEAPONS VIOLATION",4,7,4,0
"2020-04","WEAPONS VIOLATION",5,10,5,0
"2020-04","WEAPONS VIOLATION",6,26,13,0
"2020-04","WEAPONS VIOLATION",7,12,4,0
"2020-04","WEAPONS VIOLATION",8,15,5,1
"2020-04","WEAPONS VIOLATION",9,22,9,0
"2020-04","WEAPONS VIOLATION",10,9,3,0
"2020-04","WEAPONS VIOLATION",11,2,2,0
"2020-04","WEAPONS VIOLATION",12,11,6,0
"2020-04","WEAPONS VIOLATION",13,6,3,0
"2020-04","WEAPONS VIOLATION",14,5,1,0
"2020-04","WEAPONS VIOLATION",15,11,6,0
"2020-04","WEAPONS VIOLATION",16,16,6,0
"2020-04","WEAPONS VIOLATION",17,18,7,0
"2020-04","WEAPONS VIOLATION",18,12,1,0
"2020-04","WEAPONS VIOLATION",20,13,8,1
"2020-04","WEAPONS VIOLATION",21,10,9,0
"2020-04","WEAPONS VIOLATION",22,22,12,0
"2020-04","WEAPONS VIOLATION",23,4,0,0
"2020-04","WEAPONS VIOLATION",24,36,23,0
"2020-04","WEAPONS VIOLATION",25,5,3,0
"2020-04","WEAPONS VIOLATION",26,10,7,0
"2020-04","WEAPONS VIOLATION",27,19,18,0
"2020-04","WEAPONS VIOLATION",28,21,16,0
"2020-04","WEAPONS VIOLATION",29,25,18,0
"2020-04","WEAPONS VIOLATION",30,2,0,0
"2020-04","WEAPONS VIOLATION",31,4,2,0
"2020-04","WEAPONS VIOLATION",32,2,0,0
"2020-04","WEAPONS VIOLATION",33,1,1,0
"2020-04","WEAPONS VIOLATION",34,30,11,0
"2020-04","WEAPONS VIOLATION",35,3,3,0
"2020-04","WEAPONS VIOLATION",36,9,3,0
"2020-04","WEAPONS VIOLATION",37,37,20,0
"2020-04","WEAPONS VIOLATION",38,1,1,0
"2020-04","WEAPONS VIOLATION",39,2,0,0
"2020-04","WEAPONS VIOLATION",42,4,3,0
"2020-04","WEAPONS VIOLATION",47,1,0,0
"2020-04","WEAPONS VIOLATION",49,2,1,0
"2020-04","WEAPONS VIOLATION",50,2,0,0
"2020-05","ARSON",3,1,0,0
"2020-05","ARSON",4,4,1,0
"2020-05","ARSON",6,4,0,0
"2020-05","ARSON",7,4,0,0
"2020-05","ARSON",8,2,0,1
"2020-05","ARSON",9,2,0,0
"2020-05","ARSON",10,1,0,0
"2020-05","ARSON",11,1,0,0
"2020-05","ARSON",12,3,0,0
"2020-05","ARSON",14,2,0,0
"2020-05","ARSON",15,4,1,0
"2020-05","ARSON",16,4,0,0
"2020-05","ARSON",17,2,0,0
"2020-05","ARSON",18,4,1,0
"2020-05","ARSON",20,2,0,0
"2020-05","ARSON",21,3,0,0
"2020-05","ARSON",23,1,0,0
"2020-05","ARSON",24,3,0,1
"2020-05","ARSON",25,1,0,0
"2020-05","ARSON",28,6,0,0
"2020-05","ARSON",29,4,0,0
"2020-05","ARSON",30,1,0,0
"2020-05","ARSON",34,3,0,0
"2020-05","ARSON",35,3,0,0
"2020-05","ARSON",36,1,0,0
"2020-05","ARSON",37,1,0,0
"2020-05","ARSON",42,11,1,0
"2020-05","ASSAULT",1,17,2,5
"2020-05","ASSAULT",2,12,1,2
"2020-05","ASSAULT",3,32,8,6
"2020-05","ASSAULT",4,45,8,8
"2020-05","ASSAULT",5,44,2,14
"2020-05","ASSAULT",6,60,2,25
"2020-05","ASSAULT",7,59,5,23
"2020-05","ASSAULT",8,70,7,22
"2020-05","ASSAULT",9,70,10,26
"2020-05","ASSAULT",10,27,1,13
"2020-05","ASSAULT",11,29,4,4
"2020-05","ASSAULT",12,20,1,3
"2020-05","ASSAULT",13,8,1,2
"2020-05","ASSAULT",14,13,1,5
"2020-05","ASSAULT",15,25,6,13
"2020-05","ASSAULT",16,58,10,14
"2020-05","ASSAULT",17,51,7,20
"2020-05","ASSAULT",18,20,5,8
"2020-05","ASSAULT",19,10,0,3
"2020-05","ASSAULT",20,51,5,20
"2020-05","ASSAULT",21,54,8,19
"2020-05","ASSAULT",22,28,2,4
"2020-05","ASSAULT",23,14,1,2
"2020-05","ASSAULT",24,66,16,30
"2020-05","ASSAULT",25,30,5,11
"2020-05","ASSAULT",26,26,6,5
"2020-05","ASSAULT",27,49,9,23
"2020-05","ASSAULT",28,71,8,22
"2020-05","ASSAULT",29,46,11,23
"2020-05","ASSAULT",30,15,1,2
"2020-05","ASSAULT",31,17,4,7
"2020-05","ASSAULT",32,13,2,2
"2020-05","ASSAULT",33,11,0,1
"2020-05","ASSAULT",34,47,4,13
"2020-05","ASSAULT",35,14,2,4
"2020-05","ASSAULT",36,17,3,1
"2020-05","ASSAULT",37,64,8,19
"2020-05","ASSAULT",38,12,3,4
"2020-05","ASSAULT",39,21,1,2
"2020-05","ASSAULT",40,11,2,0
"2020-05","ASSAULT",41,4,0,2
"2020-05","ASSAULT",42,24,1,1
"2020-05","ASSAULT",43,2,1,0
"2020-05","ASSAULT",44,17,2,3
"2020-05","ASSAULT",45,19,2,3
"2020-05","ASSAULT",46,18,2,3
"2020-05","ASSAULT",47,7,2,2
"2020-05","ASSAULT",48,11,0,1
"2020-05","ASSAULT",49,20,1,8
"2020-05","ASSAULT",50,16,0,3
"2020-05","BATTERY",1,28,7,18
"2020-05","BATTERY",2,22,5,4
"2020-05","BATTERY",3,105,23,58
"2020-05","BATTERY",4,88,13,35
"2020-05","BATTERY",5,84,11,58
"2020-05","BATTERY",6,176,33,108
"2020-05","BATTERY",7,128,13,84
"2020-05","BATTERY",8,162,23,115
"2020-05","BATTERY",9,112,16,81
"2020-05","BATTERY",10,52,11,35
"2020-05","BATTERY",11,31,4,15
"2020-05","BATTERY",12,46,5,27
"2020-05","BATTERY",13,29,3,23
"2020-05","BATTERY",14,34,6,25
"2020-05","BATTERY",15,64,14,35
"2020-05","BATTERY",16,147,15,83
"2020-05","BATTERY",17,141,18,88
"2020-05","BATTERY",18,44,7,31
"2020-05","BATTERY",19,26,4,15
"2020-05","BATTERY",20,150,24,96
"2020-05","BATTERY",21,138,18,74
"2020-05","BATTERY",22,44,7,28
"2020-05","BATTERY",23,24,7,16
"2020-05","BATTERY",24,188,35,116
"2020-05","BATTERY",25,46,9,19
"2020-05","BATTERY",26,58,15,38
"2020-05","BATTERY",27,132,21,71
"2020-05","BATTERY",28,224,39,137
"2020-05","BATTERY",29,99,16,68
"2020-05","BATTERY",30,29,6,18
"2020-05","BATTERY",31,44,8,22
"2020-05","BATTERY",32,17,2,11
"2020-05","BATTERY",33,27,3,18
"2020-05","BATTERY",34,127,13,81
"2020-05","BATTERY",35,24,6,16
"2020-05","BATTERY",36,41,7,27
"2020-05","BATTERY",37,149,24,95
"2020-05","BATTERY",38,24,5,18
"2020-05","BATTERY",39,26,3,14
"2020-05","BATTERY",40,29,7,13
"2020-05","BATTERY",41,23,5,7
"2020-05","BATTERY",42,85,14,16
"2020-05","BATTERY",43,10,1,7
"2020-05","BATTERY",44,20,7,11
"2020-05","BATTERY",45,28,6,15
"2020-05","BATTERY",46,36,9,15
"2020-05","BATTERY",47,12,2,5
"2020-05","BATTERY",48,38,5,10
"2020-05","BATTERY",49,60,8,29
"2020-05","BATTERY",50,26,0,12
"2020-05","BATTERY",NA,1,0,0
"2020-05","BURGLARY",1,50,3,0
"2020-05","BURGLARY",2,37,1,0
"2020-05","BURGLARY",3,31,2,1
"2020-05","BURGLARY",4,35,0,1
"2020-05","BURGLARY",5,21,2,0
"2020-05","BURGLARY",6,43,2,1
"2020-05","BURGLARY",7,48,2,0
"2020-05","BURGLARY",8,72,1,3
"2020-05","BURGLARY",9,57,1,1
"2020-05","BURGLARY",10,19,1,0
"2020-05","BURGLARY",11,17,1,1
"2020-05","BURGLARY",12,8,1,0
"2020-05","BURGLARY",13,8,0,0
"2020-05","BURGLARY",14,8,0,0
"2020-05","BURGLARY",15,7,1,2
"2020-05","BURGLARY",16,31,0,1
"2020-05","BURGLARY",17,45,3,3
"2020-05","BURGLARY",18,23,0,0
"2020-05","BURGLARY",19,10,1,0
"2020-05","BURGLARY",20,25,3,0
"2020-05","BURGLARY",21,69,1,2
"2020-05","BURGLARY",22,10,0,0
"2020-05","BURGLARY",23,5,1,0
"2020-05","BURGLARY",24,14,1,0
"2020-05","BURGLARY",25,23,2,0
"2020-05","BURGLARY",26,26,0,0
"2020-05","BURGLARY",27,47,3,1
"2020-05","BURGLARY",28,31,3,2
"2020-05","BURGLARY",29,12,0,1
"2020-05","BURGLARY",30,9,0,0
"2020-05","BURGLARY",31,23,10,0
"2020-05","BURGLARY",32,23,1,0
"2020-05","BURGLARY",33,11,2,0
"2020-05","BURGLARY",34,67,2,0
"2020-05","BURGLARY",35,19,0,0
"2020-05","BURGLARY",36,8,0,0
"2020-05","BURGLARY",37,42,3,2
"2020-05","BURGLARY",38,8,0,0
"2020-05","BURGLARY",39,4,0,0
"2020-05","BURGLARY",40,11,0,0
"2020-05","BURGLARY",41,2,0,0
"2020-05","BURGLARY",42,154,7,0
"2020-05","BURGLARY",43,14,2,0
"2020-05","BURGLARY",44,4,0,0
"2020-05","BURGLARY",45,12,1,0
"2020-05","BURGLARY",46,5,1,0
"2020-05","BURGLARY",47,17,1,0
"2020-05","BURGLARY",48,5,0,0
"2020-05","BURGLARY",49,21,3,0
"2020-05","BURGLARY",50,10,1,0
"2020-05","CONCEALED CARRY LICENSE VIOLATION",7,1,1,0
"2020-05","CONCEALED CARRY LICENSE VIOLATION",9,1,1,0
"2020-05","CONCEALED CARRY LICENSE VIOLATION",12,1,1,0
"2020-05","CONCEALED CARRY LICENSE VIOLATION",13,1,1,0
"2020-05","CONCEALED CARRY LICENSE VIOLATION",15,1,1,0
"2020-05","CONCEALED CARRY LICENSE VIOLATION",16,1,1,0
"2020-05","CONCEALED CARRY LICENSE VIOLATION",17,1,1,0
"2020-05","CONCEALED CARRY LICENSE VIOLATION",20,1,1,0
"2020-05","CONCEALED CARRY LICENSE VIOLATION",28,1,1,0
"2020-05","CONCEALED CARRY LICENSE VIOLATION",34,1,1,0
"2020-05","CONCEALED CARRY LICENSE VIOLATION",36,1,1,0
"2020-05","CONCEALED CARRY LICENSE VIOLATION",41,1,0,0
"2020-05","CRIMINAL DAMAGE",1,36,4,1
"2020-05","CRIMINAL DAMAGE",2,21,0,0
"2020-05","CRIMINAL DAMAGE",3,74,3,6
"2020-05","CRIMINAL DAMAGE",4,56,6,4
"2020-05","CRIMINAL DAMAGE",5,57,2,12
"2020-05","CRIMINAL DAMAGE",6,127,5,27
"2020-05","CRIMINAL DAMAGE",7,65,3,11
"2020-05","CRIMINAL DAMAGE",8,90,2,15
"2020-05","CRIMINAL DAMAGE",9,93,6,20
"2020-05","CRIMINAL DAMAGE",10,46,0,7
"2020-05","CRIMINAL DAMAGE",11,36,3,4
"2020-05","CRIMINAL DAMAGE",12,18,0,2
"2020-05","CRIMINAL DAMAGE",13,24,3,2
"2020-05","CRIMINAL DAMAGE",14,31,0,3
"2020-05","CRIMINAL DAMAGE",15,51,3,7
"2020-05","CRIMINAL DAMAGE",16,96,1,20
"2020-05","CRIMINAL DAMAGE",17,88,3,14
"2020-05","CRIMINAL DAMAGE",18,41,1,8
"2020-05","CRIMINAL DAMAGE",19,10,0,1
"2020-05","CRIMINAL DAMAGE",20,97,6,23
"2020-05","CRIMINAL DAMAGE",21,84,6,18
"2020-05","CRIMINAL DAMAGE",22,29,1,3
"2020-05","CRIMINAL DAMAGE",23,27,1,3
"2020-05","CRIMINAL DAMAGE",24,105,8,36
"2020-05","CRIMINAL DAMAGE",25,41,4,1
"2020-05","CRIMINAL DAMAGE",26,51,1,8
"2020-05","CRIMINAL DAMAGE",27,90,4,19
"2020-05","CRIMINAL DAMAGE",28,118,9,29
"2020-05","CRIMINAL DAMAGE",29,70,5,15
"2020-05","CRIMINAL DAMAGE",30,18,1,3
"2020-05","CRIMINAL DAMAGE",31,22,1,4
"2020-05","CRIMINAL DAMAGE",32,21,1,0
"2020-05","CRIMINAL DAMAGE",33,24,0,1
"2020-05","CRIMINAL DAMAGE",34,110,4,27
"2020-05","CRIMINAL DAMAGE",35,29,2,1
"2020-05","CRIMINAL DAMAGE",36,29,2,3
"2020-05","CRIMINAL DAMAGE",37,73,3,13
"2020-05","CRIMINAL DAMAGE",38,23,0,1
"2020-05","CRIMINAL DAMAGE",39,16,2,1
"2020-05","CRIMINAL DAMAGE",40,22,3,3
"2020-05","CRIMINAL DAMAGE",41,14,3,0
"2020-05","CRIMINAL DAMAGE",42,102,4,0
"2020-05","CRIMINAL DAMAGE",43,23,2,0
"2020-05","CRIMINAL DAMAGE",44,16,0,1
"2020-05","CRIMINAL DAMAGE",45,15,0,3
"2020-05","CRIMINAL DAMAGE",46,18,1,2
"2020-05","CRIMINAL DAMAGE",47,26,3,1
"2020-05","CRIMINAL DAMAGE",48,15,1,2
"2020-05","CRIMINAL DAMAGE",49,41,0,3
"2020-05","CRIMINAL DAMAGE",50,23,0,2
"2020-05","CRIMINAL SEXUAL ASSAULT",3,4,2,1
"2020-05","CRIMINAL SEXUAL ASSAULT",4,2,0,0
"2020-05","CRIMINAL SEXUAL ASSAULT",5,3,1,1
"2020-05","CRIMINAL SEXUAL ASSAULT",6,2,1,1
"2020-05","CRIMINAL SEXUAL ASSAULT",7,8,0,3
"2020-05","CRIMINAL SEXUAL ASSAULT",8,2,0,1
"2020-05","CRIMINAL SEXUAL ASSAULT",9,2,0,0
"2020-05","CRIMINAL SEXUAL ASSAULT",10,2,0,1
"2020-05","CRIMINAL SEXUAL ASSAULT",11,2,0,1
"2020-05","CRIMINAL SEXUAL ASSAULT",12,2,1,0
"2020-05","CRIMINAL SEXUAL ASSAULT",15,3,0,1
"2020-05","CRIMINAL SEXUAL ASSAULT",16,3,0,0
"2020-05","CRIMINAL SEXUAL ASSAULT",17,4,1,1
"2020-05","CRIMINAL SEXUAL ASSAULT",18,2,0,1
"2020-05","CRIMINAL SEXUAL ASSAULT",20,3,0,0
"2020-05","CRIMINAL SEXUAL ASSAULT",21,6,0,1
"2020-05","CRIMINAL SEXUAL ASSAULT",23,1,0,1
"2020-05","CRIMINAL SEXUAL ASSAULT",24,2,0,1
"2020-05","CRIMINAL SEXUAL ASSAULT",26,1,0,1
"2020-05","CRIMINAL SEXUAL ASSAULT",27,1,0,0
"2020-05","CRIMINAL SEXUAL ASSAULT",29,5,0,2
"2020-05","CRIMINAL SEXUAL ASSAULT",31,2,0,0
"2020-05","CRIMINAL SEXUAL ASSAULT",32,1,0,1
"2020-05","CRIMINAL SEXUAL ASSAULT",33,1,1,0
"2020-05","CRIMINAL SEXUAL ASSAULT",34,4,1,0
"2020-05","CRIMINAL SEXUAL ASSAULT",35,3,0,0
"2020-05","CRIMINAL SEXUAL ASSAULT",36,1,1,0
"2020-05","CRIMINAL SEXUAL ASSAULT",37,2,0,0
"2020-05","CRIMINAL SEXUAL ASSAULT",40,2,0,0
"2020-05","CRIMINAL SEXUAL ASSAULT",42,3,0,1
"2020-05","CRIMINAL SEXUAL ASSAULT",44,1,0,0
"2020-05","CRIMINAL SEXUAL ASSAULT",46,4,0,1
"2020-05","CRIMINAL SEXUAL ASSAULT",48,3,1,0
"2020-05","CRIMINAL SEXUAL ASSAULT",49,2,0,0
"2020-05","CRIMINAL TRESPASS",1,6,3,0
"2020-05","CRIMINAL TRESPASS",2,8,4,0
"2020-05","CRIMINAL TRESPASS",3,5,1,2
"2020-05","CRIMINAL TRESPASS",4,12,6,1
"2020-05","CRIMINAL TRESPASS",5,4,1,1
"2020-05","CRIMINAL TRESPASS",6,11,5,1
"2020-05","CRIMINAL TRESPASS",7,9,2,1
"2020-05","CRIMINAL TRESPASS",8,12,5,0
"2020-05","CRIMINAL TRESPASS",9,8,3,3
"2020-05","CRIMINAL TRESPASS",10,3,1,0
"2020-05","CRIMINAL TRESPASS",11,3,1,0
"2020-05","CRIMINAL TRESPASS",12,3,0,0
"2020-05","CRIMINAL TRESPASS",13,5,3,0
"2020-05","CRIMINAL TRESPASS",14,2,0,0
"2020-05","CRIMINAL TRESPASS",15,2,0,1
"2020-05","CRIMINAL TRESPASS",16,5,2,0
"2020-05","CRIMINAL TRESPASS",17,6,3,0
"2020-05","CRIMINAL TRESPASS",18,5,1,1
"2020-05","CRIMINAL TRESPASS",19,1,0,0
"2020-05","CRIMINAL TRESPASS",20,9,3,1
"2020-05","CRIMINAL TRESPASS",21,7,1,1
"2020-05","CRIMINAL TRESPASS",22,4,2,0
"2020-05","CRIMINAL TRESPASS",23,2,1,1
"2020-05","CRIMINAL TRESPASS",24,6,2,3
"2020-05","CRIMINAL TRESPASS",25,7,5,0
"2020-05","CRIMINAL TRESPASS",26,9,4,0
"2020-05","CRIMINAL TRESPASS",27,9,3,0
"2020-05","CRIMINAL TRESPASS",28,12,4,2
"2020-05","CRIMINAL TRESPASS",29,10,4,1
"2020-05","CRIMINAL TRESPASS",30,3,0,0
"2020-05","CRIMINAL TRESPASS",31,3,0,0
"2020-05","CRIMINAL TRESPASS",32,7,1,1
"2020-05","CRIMINAL TRESPASS",33,4,0,0
"2020-05","CRIMINAL TRESPASS",34,4,3,1
"2020-05","CRIMINAL TRESPASS",35,3,3,0
"2020-05","CRIMINAL TRESPASS",36,6,2,2
"2020-05","CRIMINAL TRESPASS",37,4,3,0
